"","site_location_name","ignition_d","OBJECTID","fire_id","fire_name","capture_da","extinguish","fire_type","ignition_c","capt_metho","area_ha","perim_km","state","agency","Shape__Are","Shape__Len","Data_Source.x","BurnDate","FirstDay","LastDay","Data_Source.y"
"475","QDAGUP0031",2001-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241,194,266,"MODIS/061/MCD64A1"
"476","NTAARP0005",2001-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,224,288,"MODIS/061/MCD64A1"
"477","NTADAC0002",2001-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,223,290,"MODIS/061/MCD64A1"
"478","NTAGFU0010",2001-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,222,292,"MODIS/061/MCD64A1"
"479","NTAGFU0011",2001-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,222,293,"MODIS/061/MCD64A1"
"480","NTAGFU0012",2001-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,222,293,"MODIS/061/MCD64A1"
"481","NTAGFU0013",2001-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,222,293,"MODIS/061/MCD64A1"
"482","NTAPCK1010",2001-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,223,285,"MODIS/061/MCD64A1"
"483","NTAPCK1012",2001-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,223,283,"MODIS/061/MCD64A1"
"484","QDACYP0024",2001-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,226,293,"MODIS/061/MCD64A1"
"485","NTAMGD0005",2001-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,252,324,"MODIS/061/MCD64A1"
"486","QDACYP0005",2001-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,257,309,"MODIS/061/MCD64A1"
"487","QDACYP0006",2001-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,257,312,"MODIS/061/MCD64A1"
"488","QDACYP0007",2001-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,256,312,"MODIS/061/MCD64A1"
"489","QDACYP0017",2001-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,273,300,"MODIS/061/MCD64A1"
"490","WAANOK0003",2001-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,252,322,"MODIS/061/MCD64A1"
"491","WAANOK0006",2001-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,252,322,"MODIS/061/MCD64A1"
"492","WAAVIB0002",2001-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,252,320,"MODIS/061/MCD64A1"
"493","NTAGFU0002",2001-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,285,356,"MODIS/061/MCD64A1"
"494","NTAGFU0006",2001-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,285,355,"MODIS/061/MCD64A1"
"495","NTAGFU0007",2001-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329,285,356,"MODIS/061/MCD64A1"
"496","NTAGFU0008",2001-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,285,355,"MODIS/061/MCD64A1"
"497","NTAGFU0020",2001-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,283,354,"MODIS/061/MCD64A1"
"498","NTAGFU0021",2001-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,283,355,"MODIS/061/MCD64A1"
"499","NTAGFU0022",2001-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,283,354,"MODIS/061/MCD64A1"
"500","NTAGFU0023",2001-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,285,354,"MODIS/061/MCD64A1"
"501","NTAGFU0024",2001-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,285,354,"MODIS/061/MCD64A1"
"502","NTAGFU0025",2001-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,283,354,"MODIS/061/MCD64A1"
"503","NTATAN0003",2001-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307,293,355,"MODIS/061/MCD64A1"
"504","QDAGUP0002",2001-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,283,356,"MODIS/061/MCD64A1"
"505","QDAGUP0023",2001-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,285.5,340,"MODIS/061/MCD64A1"
"506","QDASSD0006",2001-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,291,354,"MODIS/061/MCD64A1"
"507","QDASSD0007",2001-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,291,354,"MODIS/061/MCD64A1"
"508","QDASSD0010",2001-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,292,356,"MODIS/061/MCD64A1"
"509","NSANSS0001",2001-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,320,15,"MODIS/061/MCD64A1"
"510","NSTSYB0003",2001-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,329,1,"MODIS/061/MCD64A1"
"511","QDAEIU0005",2001-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344,314,21,"MODIS/061/MCD64A1"
"512","QDAEIU0006",2001-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,314,23,"MODIS/061/MCD64A1"
"513","QDAEIU0007",2001-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,314,23,"MODIS/061/MCD64A1"
"514","WAALSD0001",2001-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357,313,21,"MODIS/061/MCD64A1"
"515","WAALSD0002",2001-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356,313,21,"MODIS/061/MCD64A1"
"516","QDASSD0002",2002-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,353,50,"MODIS/061/MCD64A1"
"517","QDASSD0003",2002-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,354,50,"MODIS/061/MCD64A1"
"518","QDASSD0012",2002-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,356,47,"MODIS/061/MCD64A1"
"519","WAADAL0004",2002-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,350,41,"MODIS/061/MCD64A1"
"520","NTAFIN0033",2002-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,43,113,"MODIS/061/MCD64A1"
"521","NTAGFU0027",2002-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,101,174,"MODIS/061/MCD64A1"
"522","NTAPCK0004",2002-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,102,173,"MODIS/061/MCD64A1"
"523","NTAPCK0006",2002-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,103,173,"MODIS/061/MCD64A1"
"524","NTAPCK0003",2002-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,130,205,"MODIS/061/MCD64A1"
"525","NTAPCK0004",2002-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,130,205,"MODIS/061/MCD64A1"
"526","WAAVIB0004",2002-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,129,205,"MODIS/061/MCD64A1"
"527","NTAPCK1009",2002-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,160,236,"MODIS/061/MCD64A1"
"528","NTAPCK1010",2002-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,160,236,"MODIS/061/MCD64A1"
"529","NTTDAB0001",2002-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,160,236,"MODIS/061/MCD64A1"
"530","WAANOK0001",2002-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,160,236,"MODIS/061/MCD64A1"
"531","WAANOK0002",2002-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,160,236,"MODIS/061/MCD64A1"
"532","NTAGFU0026",2002-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,190,267,"MODIS/061/MCD64A1"
"533","QDACYP0018",2002-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,198,261,"MODIS/061/MCD64A1"
"534","WAANOK0007",2002-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,190,267,"MODIS/061/MCD64A1"
"535","NTAARP0002",2002-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262,222,297,"MODIS/061/MCD64A1"
"536","NTAFIN0006",2002-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,221,296,"MODIS/061/MCD64A1"
"537","NTAFIN0010",2002-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,221,296,"MODIS/061/MCD64A1"
"538","NTAFIN0011",2002-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,221,296,"MODIS/061/MCD64A1"
"539","NSANET0001",2002-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,252,324,"MODIS/061/MCD64A1"
"540","NTADAC0002",2002-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,252,320,"MODIS/061/MCD64A1"
"541","NTAFIN0007",2002-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,251,327,"MODIS/061/MCD64A1"
"542","NTAFIN0008",2002-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,251,327,"MODIS/061/MCD64A1"
"543","NTAMAC0002",2002-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,252,327,"MODIS/061/MCD64A1"
"544","NTAMAC0003",2002-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,251,328,"MODIS/061/MCD64A1"
"545","QDACYP0006",2002-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,252,325,"MODIS/061/MCD64A1"
"546","QDACYP0013",2002-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,254,312,"MODIS/061/MCD64A1"
"547","QDACYP0014",2002-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,254,315,"MODIS/061/MCD64A1"
"548","QDACYP0015",2002-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,254,315,"MODIS/061/MCD64A1"
"549","QDACYP0023",2002-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,251,322,"MODIS/061/MCD64A1"
"550","QDACYP0024",2002-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,251,318,"MODIS/061/MCD64A1"
"551","QDACYP0008",2002-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,283,353,"MODIS/061/MCD64A1"
"552","QDACYP0016",2002-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318,284,354,"MODIS/061/MCD64A1"
"553","QDAGUP0029",2002-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,282,354,"MODIS/061/MCD64A1"
"554","QDAGUP0030",2002-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,282,354,"MODIS/061/MCD64A1"
"555","QDAGUP0031",2002-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,282,354,"MODIS/061/MCD64A1"
"556","NTTSTU0001",2002-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339,314,19,"MODIS/061/MCD64A1"
"557","QDAEIU0004",2002-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,312,10,"MODIS/061/MCD64A1"
"558","QDAGUP0023",2002-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338.5,312,22,"MODIS/061/MCD64A1"
"559","WAAPIL0007",2002-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356,312,20,"MODIS/061/MCD64A1"
"560","NSTSYB0006",2003-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,347,45,"MODIS/061/MCD64A1"
"561","VCAAUA0001",2003-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,347,50,"MODIS/061/MCD64A1"
"562","VCAAUA0003",2003-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,347,46,"MODIS/061/MCD64A1"
"563","VCAAUA0004",2003-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,346,49,"MODIS/061/MCD64A1"
"564","VCAAUA0005",2003-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,346,49,"MODIS/061/MCD64A1"
"565","VCAAUA0008",2003-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,345,49,"MODIS/061/MCD64A1"
"566","VCAAUA0009",2003-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,346,49,"MODIS/061/MCD64A1"
"567","VCAAUA0010",2003-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,348,47,"MODIS/061/MCD64A1"
"568","VCAAUA0012",2003-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,350,49,"MODIS/061/MCD64A1"
"569","VCAAUA0011",2003-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,11,73,"MODIS/061/MCD64A1"
"570","WAANOK0004",2003-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,77,144,"MODIS/061/MCD64A1"
"571","WAANOK0008",2003-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,76.5,144,"MODIS/061/MCD64A1"
"572","NTAARP0004",2003-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,98,175,"MODIS/061/MCD64A1"
"573","QDAEIU0004",2003-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,102,174,"MODIS/061/MCD64A1"
"574","WAANOK0003",2003-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,100,175,"MODIS/061/MCD64A1"
"575","NTAPCK0006",2003-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,130,203,"MODIS/061/MCD64A1"
"576","NTAPCK0007",2003-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.5,130,205,"MODIS/061/MCD64A1"
"577","NTAPCK1012",2003-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,130,205,"MODIS/061/MCD64A1"
"578","NTAPCK2013",2003-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,131,205,"MODIS/061/MCD64A1"
"579","NTAPCK0004",2003-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,160,236,"MODIS/061/MCD64A1"
"580","WAANOK0005",2003-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,222,297,"MODIS/061/MCD64A1"
"581","NTADAC0002",2003-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,252,326,"MODIS/061/MCD64A1"
"582","NTAPCK1009",2003-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,253,325,"MODIS/061/MCD64A1"
"583","NTAPCK1010",2003-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298,253,327,"MODIS/061/MCD64A1"
"584","QDACYP0024",2003-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,252,325,"MODIS/061/MCD64A1"
"585","WAACEK0002",2003-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,251,328,"MODIS/061/MCD64A1"
"586","WAASWA0004",2003-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,258,326,"MODIS/061/MCD64A1"
"587","WAAVIB0001",2003-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,251,326,"MODIS/061/MCD64A1"
"588","QDACYP0017",2003-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,291,338,"MODIS/061/MCD64A1"
"589","VCAAUA0003",2003-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,299,349,"MODIS/061/MCD64A1"
"590","WAAJAF0003",2003-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362,317,18,"MODIS/061/MCD64A1"
"591","WAAJAF0002",2004-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,76,144,"MODIS/061/MCD64A1"
"592","WAAPIL0010",2004-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,74,144,"MODIS/061/MCD64A1"
"593","SATEYB0001",2004-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,107,174,"MODIS/061/MCD64A1"
"594","NTAGFU0019",2004-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,133,206,"MODIS/061/MCD64A1"
"595","NTAARP0002",2004-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,163,237,"MODIS/061/MCD64A1"
"596","NTAARP0003",2004-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,162,236,"MODIS/061/MCD64A1"
"597","WAADAL0005",2004-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,164,237,"MODIS/061/MCD64A1"
"598","WAANOK0001",2004-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,163,237,"MODIS/061/MCD64A1"
"599","WAANOK0002",2004-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,163,237,"MODIS/061/MCD64A1"
"600","NTAPCK0004",2004-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,192,268,"MODIS/061/MCD64A1"
"601","NTTDAC0001",2004-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,191,265,"MODIS/061/MCD64A1"
"602","WAANOK0006",2004-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,191,267,"MODIS/061/MCD64A1"
"603","NTAARP0004",2004-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,222,297,"MODIS/061/MCD64A1"
"604","NTAMGD0003",2004-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,222,298,"MODIS/061/MCD64A1"
"605","NTAPCK1009",2004-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,223,298,"MODIS/061/MCD64A1"
"606","NTAPCK1010",2004-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,223,298,"MODIS/061/MCD64A1"
"607","NTTMGD0001",2004-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,222,298,"MODIS/061/MCD64A1"
"608","WAAVIB0002",2004-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,222,297,"MODIS/061/MCD64A1"
"609","NTAGFU0003",2004-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,253,327,"MODIS/061/MCD64A1"
"610","NTAGFU0004",2004-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,253,328,"MODIS/061/MCD64A1"
"611","NTAGFU0005",2004-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,254,328,"MODIS/061/MCD64A1"
"612","NTAGFU0011",2004-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,253,326,"MODIS/061/MCD64A1"
"613","NTAGFU0012",2004-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,253,328,"MODIS/061/MCD64A1"
"614","NTAGFU0013",2004-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,253,328,"MODIS/061/MCD64A1"
"615","NTAGFU0014",2004-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,253,328,"MODIS/061/MCD64A1"
"616","NTAGFU0018",2004-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297,254,328,"MODIS/061/MCD64A1"
"617","NTAGFU0029",2004-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,254,327,"MODIS/061/MCD64A1"
"618","NTAPCK1012",2004-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,254,329,"MODIS/061/MCD64A1"
"619","NTAPCK2013",2004-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,254,324,"MODIS/061/MCD64A1"
"620","QDAGUP0029",2004-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,253,325,"MODIS/061/MCD64A1"
"621","QDAGUP0030",2004-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,253,325,"MODIS/061/MCD64A1"
"622","QDAGUP0031",2004-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,253,325,"MODIS/061/MCD64A1"
"623","NTAGFU0023",2004-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,283,349,"MODIS/061/MCD64A1"
"624","NTAGFU0024",2004-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,283.5,348.5,"MODIS/061/MCD64A1"
"625","NTAGFU0025",2004-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,283,349,"MODIS/061/MCD64A1"
"626","NTAGFU0026",2004-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329,283,346,"MODIS/061/MCD64A1"
"627","NTAGFU0031",2004-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,283,351,"MODIS/061/MCD64A1"
"628","NTAGFU0032",2004-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,283,349,"MODIS/061/MCD64A1"
"629","NTASTU0003",2004-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,283,353,"MODIS/061/MCD64A1"
"630","NTATAN0003",2004-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,285,354,"MODIS/061/MCD64A1"
"631","NTATAN0004",2004-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,284,356,"MODIS/061/MCD64A1"
"632","QDACYP0006",2004-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317,283,347,"MODIS/061/MCD64A1"
"633","QDACYP0007",2004-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318,283,347,"MODIS/061/MCD64A1"
"634","NTAGFU0030",2004-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,315,21,"MODIS/061/MCD64A1"
"635","NTAGFU0033",2004-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,316,21,"MODIS/061/MCD64A1"
