"","X","site_unique","green","brown","bare","other","error","site_location_name","visit_start_date","time","pv_filter","npv_filter","bs_filter","pv_filter_percentile","npv_filter_percentile","bs_filter_percentile"
"370",383,"QDAMGD0005-53589",38.2,16.2,45.5,NA,4,"QDAMGD0005","2013-04-19","2013-04-21",26.1644137932294,32.3518991440601,39.9990535107584,0.793788819875776,0.406832298136646,0.293167701863354
"371",384,"QDAMGD0006-53492",24.3,37.8,37.9,NA,4,"QDAMGD0006","2013-04-20","2013-04-21",8.12709014411678,60.5632960950208,30.0259324009279,0.641791044776119,0.711825487944891,0.359357060849598
"372",385,"QDAMGD0007-53590",26.6,24.7,48.7,NA,4,"QDAMGD0007","2013-04-21","2013-04-22",14.1396113293687,53.8535290501273,30.7151018664547,0.731905037637522,0.697162709901563,0.272148233931673
"373",386,"QDAMGD0008-53493",20.9,27.9,51.2,NA,4,"QDAMGD0008","2013-04-21","2013-04-21",6.35375161474138,55.2212770717332,37.2360589101245,0.614076246334311,0.655718475073314,0.422287390029326
"374",387,"QDAMGD0009-53494",9.6,35.8,54.6,NA,4,"QDAMGD0009","2013-04-22","2013-04-21",32.5348674053998,49.165431175992,16.9800840790945,0.849780701754386,0.481359649122807,0.140350877192982
"375",388,"QDAMGD0010-53591",42.5,27,30.5,NA,4,"QDAMGD0010","2013-04-23","2013-04-21",41.7981892207932,37.8039568445569,18.9819213485927,0.928728070175439,0.166666666666667,0.106359649122807
"376",389,"QDAMGD0011-53495",14.1,49.8,36.1,NA,4,"QDAMGD0011","2013-04-22","2013-04-21",1.73471883319107,65.8568443919648,30.9776467287598,0.217391304347826,0.870625662778367,0.354188759278897
"377",390,"QDAMGD0012-53496",22,27,51,NA,4,"QDAMGD0012","2013-04-26","2013-04-22",27.8321704095656,43.0551551131982,27.7292901886514,0.842274678111588,0.511802575107296,0.15450643776824
"378",391,"QDAMGD0013-53539",8.6,27.1,64.3,NA,4,"QDAMGD0013","2013-05-14","2013-05-15",1.43403039684752,47.6655991686261,49.7066093658589,0.336111111111111,0.483333333333333,0.708333333333333
"379",392,"QDAMGD0014-53497",9,32.3,58.7,NA,4,"QDAMGD0014","2013-05-14","2013-05-15",2.37831914778122,55.2119107039796,41.0550578889105,0.402629931120852,0.561051972448341,0.64996869129618
"380",393,"QDAMGD0015-53540",14.4,24.6,61.1,NA,4,"QDAMGD0015","2013-05-15","2013-05-15",8.4626776759593,56.4748088784692,33.6542085586091,0.305785123966942,0.5,0.788429752066116
"381",394,"QDAMGD0016-53498",17.4,34.4,48.2,NA,4,"QDAMGD0016","2013-05-15","2013-05-15",7.35912475037752,62.3974783601238,29.0403150126404,0.272349272349272,0.685031185031185,0.598752598752599
"382",395,"QDAMGD0017-53499",18.5,23.3,58.2,NA,4,"QDAMGD0017","2013-05-16","2013-05-23",2.77628000654275,60.8371076807519,35.1373261671197,0.393939393939394,0.800865800865801,0.423160173160173
"383",396,"QDAMGD0018-53541",37.5,30.2,32.3,NA,4,"QDAMGD0018","2013-05-16","2013-05-23",3.00603588877537,65.4693289166876,30.266742803116,0.323497267759563,0.816393442622951,0.385792349726776
"384",397,"QDAMGD0019-53542",18.6,45,36.4,NA,4,"QDAMGD0019","2013-05-17","2013-05-14",1.13751236098531,54.890797915839,42.8276446791722,0.105656350053362,0.743863393810032,0.498399146211313
"385",398,"QDAMGD0020-53500",21.5,21.1,57.4,NA,4,"QDAMGD0020","2013-05-17","2013-05-14",10.1767227225803,47.6006522716978,40.6983811681893,0.437768240343348,0.459227467811159,0.67274678111588
"386",399,"QDAMGD0021-53543",17.9,17.6,64.4,0.1,0,"QDAMGD0021","2013-05-18","2013-05-14",3.38484941271268,60.517339729405,34.7271911524956,0.502575844304522,0.870635374928449,0.214081282198054
"387",400,"QDAMGD0022-53501",14.5,22,63.6,NA,4,"QDAMGD0022","2013-05-18","2013-05-29",3.38805555006981,54.6529225358984,40.6360627821748,0.511600928074246,0.774941995359629,0.348027842227378
"388",401,"QDAMGD0023-53544",52.6,31.8,15.5,0.1,0,"QDAMGD0023","2013-05-21","2013-05-29",31.4591785923008,50.3998111022029,16.6892509580178,0.665909090909091,0.405113636363636,0.399431818181818
"389",402,"QDAMGD0024-53502",6.8,41.2,52,NA,4,"QDAMGD0024","2013-05-21","2013-05-21",1.43521545533908,44.8462618564719,52.5438325863944,0.353344768439108,0.770154373927959,0.315037164093768
"390",403,"QDAMGD0025-53545",25.9,30.2,43.9,NA,4,"QDAMGD0025","2013-06-17","2013-06-16",23.9106777670972,47.8298138251294,26.9545282343242,0.676756756756757,0.263783783783784,0.492972972972973
"391",404,"QDAMGD0026-53503",20.1,23.9,56,NA,4,"QDAMGD0026","2013-06-16","2013-06-16",22.8483267365868,47.0776050574742,28.6435180355768,0.746494066882416,0.251348435814455,0.392664509169364
"392",405,"QDAMGD0027-56936",33.1,4.8,62.2,NA,4,"QDAMGD0027","2014-03-10","2014-03-11",23.7975189332206,39.7003460624968,35.1431160077949,0.857900318133616,0.0721102863202545,0.589607635206787
"393",406,"QDAMGD0028-56937",40.3,7.1,52.6,NA,4,"QDAMGD0028","2014-03-11","2014-03-11",25.0294451812788,49.2103902961953,24.3202174054204,0.881465517241379,0.118534482758621,0.449353448275862
"394",407,"QDAMII0001-53504",7.6,24.6,67.8,NA,4,"QDAMII0001","2013-07-10","2013-07-07",10.000807070465,40.3157882708906,48.1305132775649,0.225806451612903,0.152391546162403,0.931034482758621
"395",408,"QDAMII0002-53546",25.4,27.9,46.6,NA,4,"QDAMII0002","2014-03-11","2014-03-11",15.9307771691649,46.5532395880624,36.0897426876475,0.627831715210356,0.110032362459547,0.817691477885653
"396",409,"QDAMUL0001-53594",56.1,37.2,6.6,NA,4,"QDAMUL0001","2013-04-26","2013-04-22",33.8699223881646,50.1072644808056,14.7878554521895,0.789079229122056,0.184154175588865,0.39186295503212
"397",410,"QDAMUL0002-53505",46.2,40,13.8,NA,4,"QDAMUL0002","2013-04-27","2013-04-30",37.8117985137034,38.2077534529306,22.6383581147785,0.846236559139785,0.0010752688172043,0.988172043010753
"398",411,"QDAMUL0003-53595",51.9,36.7,11.4,NA,4,"QDAMUL0003","2013-04-26","2013-04-22",30.8928546210416,50.9985094631713,16.8579232151486,0.892933618843683,0.433618843683084,0.117773019271949
"399",412,"QDASEQ0001-58960",88.9,10.9,0.1,0.1,0,"QDASEQ0001","2021-03-24","2021-03-24",77.6117215695343,21.2405187972705,0,0.979441997063142,0.092511013215859,0.0734214390602056
"400",413,"QDASEQ0001-58722",NA,NA,NA,NA,3,"QDASEQ0001","2015-01-01","2014-12-18",68.7896571694457,28.1589146405668,1.47309676907178,0.577092511013216,0.497797356828194,0.381791483113069
"401",414,"QDASEQ0002-58745",96.2,1.3,2.5,NA,4,"QDASEQ0002","2019-04-11","2019-04-11",51.7643170812598,34.3793830008949,12.33290140372,0.518463810930576,0.363367799113737,0.704579025110783
"402",415,"QDASEQ0003-58961",87.1,12.7,0.2,NA,4,"QDASEQ0003","2021-03-25","2021-03-24",75.6767263162376,21.8265763078343,1.14834385171056,0.989825581395349,0.0479651162790698,0.20203488372093
"403",416,"QDASEQ0004-58885",83.2,16.5,0.2,0.1,0,"QDASEQ0004","2021-03-26","2021-03-24",66.2782625011628,26.7112991614781,5.76050722426938,0.680945347119645,0.23781388478582,0.711964549483013
"404",417,"QDASSD0001-53756",33,28.1,38.8,0.1,0,"QDASSD0001","2014-04-30","2014-04-29",3.86723000805557,37.9380491595686,56.5155636281509,0.371517027863777,0.705882352941177,0.450980392156863
"405",418,"QDASSD0001-57621",34,33.4,32.7,0,0,"QDASSD0001","2015-04-25","2015-05-02",1.45482075139675,36.6999554579403,60.3276463944512,0.0485036119711042,0.667698658410733,0.626418988648091
"406",419,"QDASSD0001-58680",33,48.3,18.7,0,0,"QDASSD0001","2018-06-11","2018-06-11",2.44279453640669,40.0134887720986,55.945881490724,0.195046439628483,0.7781217750258,0.422084623323013
"407",420,"QDASSD0001-58925",28,45.3,26.7,0,0,"QDASSD0001","2021-06-25","2021-06-27",7.97915358635054,33.2276263468164,57.1071746880485,0.652218782249742,0.470588235294118,0.476780185758514
"408",421,"QDASSD0002-53757",20.1,16.9,63,NA,4,"QDASSD0002","2014-05-01","2014-04-29",8.83240974935553,19.0865672892162,70.2841246786491,0.339979013641133,0.456453305351522,0.650577124868835
"409",422,"QDASSD0002-57622",29.8,29.5,40.7,NA,4,"QDASSD0002","2015-04-16","2015-04-08",10.1697912553691,19.7930728269185,68.233773391865,0.472193074501574,0.485834207764953,0.575026232948583
"410",423,"QDASSD0002-58681",30.1,37.2,32.7,NA,4,"QDASSD0002","2018-06-21","2018-06-19",13.7805625970903,16.219236432789,68.3986607012484,0.786988457502623,0.345225603357817,0.580272822665268
"411",424,"QDASSD0002-58907",29.7,36.5,33.8,NA,4,"QDASSD0002","2021-04-02","2021-03-30",13.1729956172493,33.6887642408692,51.3721777112298,0.74186778593914,0.879328436516264,0.100734522560336
"412",425,"QDASSD0003-56912",15.6,35.4,48.9,0,0,"QDASSD0003","2014-05-01","2014-04-29",6.67621319169207,29.4339976329096,62.3804880190236,0.148535564853556,0.678870292887029,0.445606694560669
"413",426,"QDASSD0003-57623",27.5,38.1,34.4,0,0,"QDASSD0003","2015-04-16","2015-04-16",8.76622087922267,28.9367521023824,60.6013793567883,0.350418410041841,0.652719665271967,0.388075313807531
"414",427,"QDASSD0003-58682",36.3,41,22.7,0,0,"QDASSD0003","2018-06-21","2018-06-19",13.7906029249632,19.8949750931741,64.6045591686273,0.794979079497908,0.395397489539749,0.518828451882845
"415",428,"QDASSD0003-58908",18.4,51.3,30.2,0.1,0,"QDASSD0003","2021-04-03","2021-03-30",15.4907746192552,15.0797406068281,67.880951693635,0.856694560669456,0.22489539748954,0.619246861924686
"416",429,"QDASSD0004-56913",34.1,19,46.8,0.1,0,"QDASSD0004","2014-05-02","2014-04-29",3.7836644006143,36.2137927861558,58.3647269912663,0.421496311907271,0.367755532139094,0.717597471022129
"417",430,"QDASSD0004-57624",43.6,36.6,19.8,0,0,"QDASSD0004","2015-04-16","2015-04-16",2.05172551906267,35.7393172298419,60.5706456719297,0.198103266596417,0.341412012644889,0.798735511064278
"418",431,"QDASSD0004-58683",31.2,58.2,10.6,0,0,"QDASSD0004","2018-06-29","2018-06-27",3.35163891835668,45.3597068566041,49.7725107709553,0.382507903055848,0.80927291886196,0.409905163329821
"419",432,"QDASSD0004-58909",36.9,46.3,16.7,0,0,"QDASSD0004","2021-04-04","2021-04-08",15.1411169326007,31.7713968693797,51.462158739086,0.864067439409905,0.140147523709168,0.47418335089568
"420",433,"QDASSD0005-56914",16.8,24.4,56.9,1.9,0,"QDASSD0005","2014-05-02","2014-04-29",8.77843369985536,26.5517702334067,63.0525479823236,0.470219435736677,0.413793103448276,0.570532915360502
"421",434,"QDASSD0005-57625",30.9,38.1,31,0,0,"QDASSD0005","2015-04-26","2015-04-24",7.33064736417428,30.0216790667773,60.9346819518696,0.282131661442006,0.602925809822362,0.475444096133751
"422",435,"QDASSD0005-58684",17.9,61,21.1,0,0,"QDASSD0005","2018-06-22","2018-06-19",9.40801776215556,35.4582505023295,53.6209819466716,0.54649947753396,0.847439916405434,0.252873563218391
"423",436,"QDASSD0006-56915",18.4,38.2,43.4,NA,4,"QDASSD0006","2014-05-03","2014-05-06",9.42724829350074,34.4177611861771,54.7476010057972,0.207300275482094,0.834710743801653,0.207988980716253
"424",437,"QDASSD0006-57626",47.6,23.9,28.5,NA,4,"QDASSD0006","2015-04-18","2015-04-16",8.67220498799317,31.5010067332002,58.2828538850124,0.165977961432507,0.767906336088154,0.291322314049587
"425",438,"QDASSD0006-58685",27.4,29.5,43.1,NA,4,"QDASSD0006","2018-06-17","2018-06-18",18.1746133123815,15.0604091470942,65.2927516240112,0.8133608815427,0.380853994490358,0.53099173553719
"426",439,"QDASSD0006-58911",25.6,17.8,56.5,NA,4,"QDASSD0006","2021-04-06","2021-04-07",16.305294292908,17.9149776951608,64.2598938728874,0.727272727272727,0.459366391184573,0.491735537190083
"427",440,"QDASSD0007-56916",25,43.8,31,0.2,0,"QDASSD0007","2014-05-05","2014-05-06",18.0000415683361,45.1642443005843,35.4678291368022,0.63799036476256,0.88575361321404,0.178940123881624
"428",441,"QDASSD0007-57627",40.6,43.8,15.6,0,0,"QDASSD0007","2015-04-20","2015-04-23",13.8583635478782,44.2571197169974,40.5849589070177,0.302133516861666,0.84308327598073,0.361321403991741
"429",442,"QDASSD0007-58686",22.3,58.7,19,0,0,"QDASSD0007","2018-06-19","2018-06-19",18.3186883704503,38.8954495659082,41.3035819907585,0.659325533379215,0.540949759119064,0.392291810048176
"430",443,"QDASSD0007-58906",15.9,56.9,27.1,0,0,"QDASSD0007","2021-04-07","2021-04-07",15.6835219424515,36.7287051029411,46.1745323561818,0.462491397109429,0.393668272539573,0.615966964900206
"431",444,"QDASSD0008-56917",37.6,26.9,35.4,NA,4,"QDASSD0008","2014-05-04","2014-05-07",14.5911523904295,42.9788314544615,41.0446368108412,0.831207065750736,0.892051030421982,0.0608439646712463
"432",445,"QDASSD0008-57628",47.8,30.4,21.8,NA,4,"QDASSD0008","2015-04-20","2015-04-16",9.21547872148354,50.7714153201384,38.4735488247505,0.43081452404318,0.988223748773307,0.0363101079489696
"433",446,"QDASSD0008-58687",35.9,40.4,23.7,NA,4,"QDASSD0008","2018-06-19","2018-06-19",10.646992677084,28.339220634882,59.4240578719437,0.575073601570167,0.270853778213935,0.696761530912659
"434",447,"QDASSD0009-56918",28.4,50.8,20.4,0.4,0,"QDASSD0009","2014-05-04","2014-05-07",16.66694018056,52.012737881306,30.076536621269,0.341640706126687,0.734164070612669,0.559709241952233
"435",448,"QDASSD0009-57629",47.1,34,18.9,0,0,"QDASSD0009","2015-04-21","2015-04-16",32.0846023945047,42.309691701481,24.2732522895025,0.850467289719626,0.0851505711318795,0.274143302180685
"436",449,"QDASSD0009-58688",69.4,24.3,6.3,0,0,"QDASSD0009","2018-06-18","2018-06-18",33.1658465760196,43.8391808655675,21.5508116109864,0.879543094496365,0.167185877466251,0.167185877466251
"437",450,"QDASSD0009-58913",68,28.2,3.8,0,0,"QDASSD0009","2021-04-09","2021-04-08",22.2202548225735,48.5471421767015,27.9228842365024,0.570093457943925,0.500519210799585,0.439252336448598
"438",451,"QDASSD0010-56919",4.8,23.7,49.2,22.4,0,"QDASSD0010","2014-05-05","2014-05-07",5.79184798689356,30.6163645436046,61.8095647902057,0.0306004618937644,0.0190531177829099,0.98729792147806
"439",452,"QDASSD0010-58689",51.1,36.4,12.5,0,0,"QDASSD0010","2018-06-20","2018-06-19",33.5691181883082,40.9422620722869,23.8901758715964,0.818706697459584,0.230369515011547,0.329676674364896
"440",453,"QDASSD0010-58926",38.9,50,9.7,1.4,0,"QDASSD0010","2021-04-10","2021-04-08",26.0586956902707,41.7805239136446,30.6774505164552,0.634526558891455,0.273672055427252,0.611431870669746
"441",454,"QDASSD0010-57630",NA,NA,NA,NA,3,"QDASSD0010","2015-04-25","2015-04-24",13.095468205683,36.7576421514447,48.5644532969538,0.183025404157044,0.112586605080831,0.913394919168591
"442",455,"QDASSD0011-56920",18.2,20.5,61.3,NA,4,"QDASSD0011","2014-05-07","2014-05-07",12.2941536018143,22.980799772979,62.9976849775517,0.520486555697823,0.575544174135723,0.42381562099872
"443",456,"QDASSD0011-57631",16.3,34.9,48.8,NA,4,"QDASSD0011","2015-04-23","2015-04-23",12.3682991415171,18.7420623751865,67.1701879132119,0.528169014084507,0.355313700384123,0.608194622279129
"444",457,"QDASSD0011-58690",17.1,45.6,37.2,NA,4,"QDASSD0011","2018-06-22","2018-06-19",13.7382758280571,25.3743451251153,59.2980842686636,0.701664532650448,0.667093469910371,0.290012804097311
"445",458,"QDASSD0011-58927",17.3,50.3,32.4,NA,4,"QDASSD0011","2021-04-11","2021-04-08",13.5184206917933,22.2233659013811,62.5103410521274,0.67157490396927,0.548015364916773,0.402688860435339
"446",459,"QDASSD0012-56921",13,20.7,66.3,NA,4,"QDASSD0012","2014-05-07","2014-05-07",3.04050832916204,33.5020607996336,61.8877319487317,0.395491803278689,0.301229508196721,0.735655737704918
"447",460,"QDASSD0012-57632",21.6,46.5,31.9,NA,4,"QDASSD0012","2015-04-24","2015-04-23",7.90970093464967,44.7907179325797,45.7285793790916,0.682377049180328,0.645491803278688,0.339139344262295
"448",461,"QDASSD0012-58691",25.7,50.8,23.5,NA,4,"QDASSD0012","2018-06-23","2018-06-19",9.16225040211881,42.2478263859552,46.9864018584696,0.73155737704918,0.567622950819672,0.373975409836066
"449",462,"QDASSD0012-58928",28.1,46.2,25.6,NA,4,"QDASSD0012","2021-04-12","2021-04-15",5.65207402322598,34.2958662171869,58.4245459512173,0.576844262295082,0.318647540983607,0.654713114754098
"450",463,"QDASSD0013-56922",14.5,31.2,54.4,NA,4,"QDASSD0013","2014-05-07","2014-05-07",6.86238845885965,38.2064802966245,53.3683080159129,0.310775295663601,0.689224704336399,0.414586070959264
"451",464,"QDASSD0013-57633",16,37.2,46.7,NA,4,"QDASSD0013","2015-04-24","2015-04-24",7.13250109023996,36.4947403989145,55.0042983332375,0.335085413929041,0.623521681997372,0.47700394218134
"452",465,"QDASSD0013-58692",19.8,55.4,24.8,NA,4,"QDASSD0013","2018-04-25","2018-04-24",17.4960152463609,33.9570392842401,47.239050500576,0.913929040735874,0.526938239159001,0.250328515111695
"453",466,"QDASSD0013-58929",22.8,45,32.3,NA,4,"QDASSD0013","2021-04-13","2021-04-15",14.1999621121891,27.5502543895692,56.8110729827363,0.83377135348226,0.200394218134034,0.54796320630749
"454",467,"QDASSD0014-56923",17.7,17,65.2,NA,4,"QDASSD0014","2014-05-08","2014-05-07",9.8902336054024,20.617345038859,67.7683008941422,0.698850574712644,0.133333333333333,0.781609195402299
"455",468,"QDASSD0014-57634",28.8,28.8,42.4,NA,4,"QDASSD0014","2015-04-23","2015-04-24",7.9676872866408,21.4755706408599,68.9057375612715,0.604597701149425,0.157471264367816,0.808045977011494
"456",469,"QDASSD0014-58693",24.2,63.5,12.4,NA,4,"QDASSD0014","2018-06-23","2018-06-26",7.74869411181826,31.889066286487,58.5798961833256,0.590229885057471,0.477586206896552,0.533333333333333
"457",470,"QDASSD0014-58930",49.4,25,25.6,NA,4,"QDASSD0014","2021-04-14","2021-04-15",19.3306025244077,31.7376550693841,47.2149970772191,0.864367816091954,0.473563218390805,0.317241379310345
"458",471,"QDASSD0015-56924",22.2,28.9,45.9,3,0,"QDASSD0015","2014-05-08","2014-05-07",10.3902437405399,20.4410611417606,67.3593107892245,0.766119577960141,0.147713950762016,0.69284876905041
"459",472,"QDASSD0015-57635",8.7,50.1,41.2,0,0,"QDASSD0015","2015-04-25","2015-04-24",6.70562310066854,28.3318780634528,63.3388945763464,0.376318874560375,0.543962485345838,0.518757327080891
"460",473,"QDASSD0015-58694",9.8,66.6,23.6,0,0,"QDASSD0015","2018-06-24","2018-06-26",9.54651739819432,29.3875744509642,59.3199582151506,0.711606096131301,0.58968347010551,0.359906213364596
"461",474,"SAABHC0001-58578",18.2,26.7,55,0,0,"SAABHC0001","2018-04-20","2018-04-19",8.93086655815202,35.8933525839432,53.5068511737268,0.598573281452659,0.602464332036316,0.378080415045396
"462",475,"SAABHC0001-58793",24.1,25.9,49.6,0.4,0,"SAABHC0001","2019-10-05","2019-10-06",6.45243224267896,31.884442183199,60.0682970280404,0.255512321660182,0.167315175097276,0.862516212710765
"463",476,"SAABHC0002-58563",19.8,23.1,57,0.1,0,"SAABHC0002","2018-04-20","2018-04-26",9.39557638783504,26.2611143586337,62.6538401398989,0.595424836601307,0.38562091503268,0.545098039215686
"464",477,"SAABHC0002-58794",18.3,29.5,52.2,0,0,"SAABHC0002","2019-10-07","2019-10-07",6.32394527556972,23.5950922357621,68.3083777462545,0.216993464052288,0.201307189542484,0.874509803921569
"465",478,"SAABHC0003-58577",9.5,26.5,64,0,0,"SAABHC0003","2018-04-21","2018-04-26",3.49012246783093,39.9040307344814,55.1303940383579,0.362630208333333,0.61328125,0.642578125
"466",479,"SAABHC0003-58795",11.1,21.5,67.1,0.3,0,"SAABHC0003","2019-10-08","2019-10-07",1.79042629197401,31.701916040611,64.7980363289864,0.208333333333333,0.109375,0.971354166666667
"467",480,"SAABHC0004-58564",40.8,38.7,20.5,NA,4,"SAABHC0004","2018-04-21","2018-04-19",30.6104249929591,39.631391889838,28.1531724003509,0.633333333333333,0.556209150326797,0.313071895424837
"468",481,"SAABHC0004-58796",36.5,38.2,25.2,NA,4,"SAABHC0004","2019-10-06","2019-10-06",21.5594439152147,38.8622311048027,37.9321885441643,0.252941176470588,0.496078431372549,0.803267973856209
"469",482,"SAABHC0005-58797",4.3,40.6,54.7,0.5,0,"SAABHC0005","2019-10-03","2019-09-29",1.85540447450073,20.7613368196647,75.6315147841069,0.251943005181347,0.0537564766839378,0.966968911917098
"470",483,"SAABHC0006-58798",4.1,34.2,61.7,0.1,0,"SAABHC0006","2019-10-04","2019-10-06",1.96329831159523,23.1110474102278,72.988111381993,0.298459563543004,0.058408215661104,0.961489088575096
"471",495,"SAAEYB0002-58852",61,14.9,5.4,18.7,0,"SAAEYB0002","2020-08-20","2020-08-20",41.2890025751961,46.8250113378486,10.3444707122037,0.883847549909256,0.370235934664247,0.0871143375680581
"472",496,"SAAEYB0003-58853",84.1,8.2,4.3,3.5,0,"SAAEYB0003","2020-09-14","2020-09-13",50.3802616758811,39.7207447609091,8.2363621801303,0.801115241635688,0.381040892193309,0.356877323420074
"473",497,"SAAEYB0004-58846",88.8,5.5,3.5,2.2,0,"SAAEYB0004","2020-08-19","2020-08-04",44.0920702929198,39.5097441258373,14.9433731182747,0.5,0.308300395256917,0.703557312252964
