"","site_unique","green","brown","bare","other","error","site_location_name","visit_start_date","time","pv_filter","npv_filter","bs_filter"
"942","WAAPIL0008-57605",43.2,18.9,37.9,NA,4,"WAAPIL0008",2015-09-02,2015-09-01,12.451305018509,53.9840772694717,32.1351945268306
"943","WAAPIL0009-57606",50.2,33.2,16.6,NA,4,"WAAPIL0009",2015-09-02,2015-09-01,22.9838147838766,42.8634380302884,32.66537816464
"944","WAAPIL0010-57607",30.4,12.4,57.2,NA,4,"WAAPIL0010",2015-09-03,2015-09-01,17.8605842042348,30.5684944570348,49.611446345185
"945","WAAPIL0011-57608",27.4,11.1,61.4,0.1,0,"WAAPIL0011",2015-09-04,2015-09-01,13.2768675505862,39.1607356503492,45.8404300630603
"946","WAAPIL0012-57609",47.1,7.5,45.3,NA,4,"WAAPIL0012",2015-09-05,2015-09-02,20.2855799761926,34.3648962128696,43.5275696376317
"947","WAAPIL0012-58983",41.8,8.4,49.8,NA,4,"WAAPIL0012",2021-07-02,2021-06-30,22.424121992331,32.3903218814161,43.235908760771
"948","WAAPIL0013-57610",49,9.1,41.8,0.1,0,"WAAPIL0013",2015-09-05,2015-09-01,21.4881170777833,42.3601375518427,34.4764358524323
"949","WAAPIL0013-58999",41.1,3.9,54.8,0.3,0,"WAAPIL0013",2021-07-01,2021-06-29,22.8897258382632,39.3401323680813,36.034059775586
"950","WAAPIL0014-57611",45,39.1,15.7,0.2,0,"WAAPIL0014",2015-09-06,2015-09-09,22.6415685355984,48.7174592927405,27.171964399233
"951","WAAPIL0014-58984",45.3,20.9,33.8,0,0,"WAAPIL0014",2021-07-03,2021-06-29,17.1615520174986,49.3127273268454,32.3046662034793
"952","WAAPIL0015-57613",61.6,13.9,24.6,NA,4,"WAAPIL0015",2015-09-06,2015-09-09,17.8005682777101,47.4135985425297,33.4415704492143
"953","WAAPIL0016-57615",79.2,13,7.7,0.1,0,"WAAPIL0016",2015-09-07,2015-09-09,44.4547471972858,36.9830568106543,16.902020200209
"954","WAAPIL0017-57616",48,9.5,42.5,NA,4,"WAAPIL0017",2015-09-08,2015-09-10,17.229986361731,41.583060532139,39.749924056285
"955","WAAPIL0017-59000",33.7,3.7,62.7,NA,4,"WAAPIL0017",2021-06-29,2021-06-30,18.3677621342152,36.3182495926418,43.5327807204173
"956","WAAPIL0018-57617",68.2,18.4,13.4,NA,4,"WAAPIL0018",2015-09-08,2015-09-10,29.5479153355002,50.7543029054831,18.4215984820238
"957","WAAPIL0018-59001",48.9,27.8,23.3,NA,4,"WAAPIL0018",2021-06-30,2021-06-30,19.9693229027565,52.3048128342168,26.4758720811313
"958","WAAPIL0019-57614",28.3,13.8,57.9,NA,4,"WAAPIL0019",2015-09-09,2015-09-10,17.8262795248089,31.7394044048744,48.5961335014427
"959","WAAPIL0019-58985",26.3,14,59.7,NA,4,"WAAPIL0019",2021-06-29,2021-06-30,17.1381553993406,35.5913741479407,45.4481743980691
"960","WAAPIL0020-58032",21.6,13.5,65,NA,4,"WAAPIL0020",2016-07-28,2016-07-25,4.97320836147933,38.8739416808472,54.6319951826153
"961","WAAPIL0021-58034",21.5,15.3,63.1,0.1,0,"WAAPIL0021",2016-07-28,2016-07-25,8.34339124927236,42.9813488884632,47.005340720504
"962","WAAPIL0022-58035",37.6,30,32.4,NA,4,"WAAPIL0022",2016-07-29,2016-07-25,24.5829235147028,42.6623910307732,31.170445491199
"963","WAAPIL0023-58036",41.6,19.8,38.6,0,0,"WAAPIL0023",2016-07-31,2016-08-03,24.6234878720211,47.7069097733405,26.262068392613
"964","WAAPIL0023-59002",57.9,10.9,30.9,0.3,0,"WAAPIL0023",2021-07-01,2021-06-30,15.0011717140585,48.1782896913996,35.494193764516
"965","WAAPIL0024-58040",27.4,15.4,57.1,NA,4,"WAAPIL0024",2016-08-01,2016-08-03,16.6597321779017,30.6869116211512,50.743852526521
"966","WAAPIL0024-58986",33.8,11.7,54.6,NA,4,"WAAPIL0024",2021-06-30,2021-06-30,6.1321620901636,29.9710574793314,61.9969445011754
"967","WAAPIL0025-58043",54.4,25.6,20,0,0,"WAAPIL0025",2016-08-02,2016-08-04,22.8117613693149,46.9453636709406,28.8283171936379
"968","WAAPIL0025-59003",72.6,19.2,7.7,0.5,0,"WAAPIL0025",2021-06-25,2021-06-23,34.2464589074445,42.2016920128312,22.1714090862665
"969","WAAPIL0026-58044",19,19.4,61.6,0,0,"WAAPIL0026",2016-08-02,2016-08-03,14.529414857586,38.4317354472096,45.4103656920927
"970","WAAPIL0026-59004",27.1,13.6,59.2,0.1,0,"WAAPIL0026",2021-06-28,2021-06-30,9.13290988741591,34.8428708425014,54.3971019571011
"971","WAAPIL0027-58041",19.5,9.1,71.4,0,0,"WAAPIL0027",2016-08-03,2016-08-04,21.8768240070147,33.2441938052121,43.1413841169358
"972","WAAPIL0027-58987",41.6,11.1,45.4,1.9,0,"WAAPIL0027",2021-06-26,2021-06-23,13.5362375525709,42.3438573606548,42.5553549432417
"973","WAAPIL0028-58042",21.5,11.6,66.9,NA,4,"WAAPIL0028",2016-08-03,2016-08-03,15.1071236084963,29.4844968817334,53.6727978268237
"974","WAAPIL0028-58988",29.6,11.5,58.9,NA,4,"WAAPIL0028",2021-06-27,2021-06-30,13.2621569349104,33.4590992083202,51.6763468213855
"975","WAAPIL0029-58045",41.1,35,24,0,0,"WAAPIL0029",2016-08-04,2016-08-04,18.6653357084213,47.7041877345659,32.2671343863116
"976","WAAPIL0029-59005",58.7,21.8,19.3,0.2,0,"WAAPIL0029",2021-06-27,2021-06-30,30.2103835501287,47.3640223015573,20.9071188604069
"977","WAAPIL0030-58057",42.8,15.4,41.8,NA,4,"WAAPIL0030",2016-08-05,2016-08-04,3.88290060517883,49.6654496513677,45.0502837692358
"978","WAAPIL0031-58415",52.8,7.8,39.4,NA,4,"WAAPIL0031",2016-08-06,2016-08-03,12.3109865985389,58.4046054255255,27.997790815991
"979","WAAPIL0032-58416",13.2,23,63.9,NA,4,"WAAPIL0032",2016-08-06,2016-08-03,1.23552702106019,38.450661872131,59.0954572681194
"980","WAAPIL0033-58417",25.4,61.8,12.8,NA,4,"WAAPIL0033",2016-08-07,2016-08-03,2.2166973757324,51.4865507367467,44.8435478214619
"981","WAAPIL0034-58418",36.2,20.4,43.4,NA,4,"WAAPIL0034",2016-08-09,2016-08-12,9.00262688807446,45.8865777325461,43.6659212390571
"982","WAAPIL0035-58419",37.4,15.6,46.9,NA,4,"WAAPIL0035",2016-08-09,2016-08-12,11.6324078398365,39.7604232712532,47.0307329409426
"983","WAASWA0001-58029",53.4,45.6,0.9,0.1,0,"WAASWA0001",2016-09-02,2016-09-03,46.1968473113739,40.2163725019174,12.1023771003348
"984","WAASWA0002-58030",61.3,37.8,0.8,0.1,0,"WAASWA0002",2016-09-03,2016-09-03,47.5607713124064,40.6116532814278,10.3662672500455
"985","WAASWA0003-58031",73.2,25.9,0.9,NA,4,"WAASWA0003",2016-09-04,2016-09-04,59.1113540566204,25.9023033737497,13.2612772113878
"986","WAASWA0004-58499",61.6,34.9,3.6,NA,4,"WAASWA0004",2016-09-29,2016-10-05,44.7925209549436,44.1300166383557,9.67862568007968
"987","WAAVIB0001-58494",56.9,32.8,10.3,NA,4,"WAAVIB0001",2016-06-05,2016-06-05,18.9600654279534,62.6768742748398,17.1451790192953
"988","WAAVIB0001-59006",78,11.2,10.8,NA,4,"WAAVIB0001",2021-05-28,2021-05-26,16.1063483729868,72.8125509681128,9.8742007476513
"989","WAAVIB0002-58497",35.3,14.5,50.1,0.1,0,"WAAVIB0002",2016-06-06,2016-06-05,16.5037871571129,53.0760638355373,29.0769474333672
"990","WAAVIB0002-59007",27.2,21.9,50.7,0.2,0,"WAAVIB0002",2021-05-28,2021-05-26,14.0009666803764,52.6270291627798,31.9984801576085
"991","WAAVIB0003-58500",59.3,32.2,8.5,0,0,"WAAVIB0003",2016-06-07,2016-06-05,46.9154762935652,42.7731030579264,8.88848986410772
"992","WAAVIB0003-58989",57.6,31.3,11,0.1,0,"WAAVIB0003",2021-05-29,2021-05-26,39.9124384387482,47.4654303384883,11.1148758362364
"993","WAAVIB0004-58504",68.9,23.3,7.6,0.2,0,"WAAVIB0004",2016-06-08,2016-06-05,41.4555088873912,49.4222700931605,7.91007951027183
"995","WAAYAL0002-58818",47.4,21.9,30.7,NA,4,"WAAYAL0002",2019-07-29,2019-08-01,25.1846687883802,41.5542720609222,31.8846615716537
"997","WAAYAL0004-58820",67.3,27.6,5,NA,4,"WAAYAL0004",2019-07-30,2019-08-01,28.403239302024,44.2666458068869,25.8439785997569
"998","WAAYAL0005-58781",62.9,14.8,22.4,NA,4,"WAAYAL0005",2019-07-30,2019-08-01,36.316087163605,32.0064779132069,30.3865981799373
"999","WAAYAL0006-58766",32.5,14.5,53,0.1,0,"WAAYAL0006",2019-08-26,2019-08-28,12.898591604472,50.6737277170638,35.0506242982971
"1000","WAAYAL0007-58819",23.4,39.7,36.9,NA,4,"WAAYAL0007",2019-08-26,2019-08-28,16.6121254793999,38.6047139023256,43.4228232394812
"1001","WAAYAL0008-58814",37.7,17.3,44.9,0.1,0,"WAAYAL0008",2019-08-27,2019-08-28,18.1905535359631,50.8319592031872,29.8199172766395
"1002","WAGCOO0001-53613",28.1,37.7,34.2,NA,4,"WAGCOO0001",2012-10-08,2012-10-06,26.3157686353854,45.1765390569116,27.1734961246144
"1003","WAGCOO0002-53614",52.1,16.1,31.8,NA,4,"WAGCOO0002",2012-10-09,2012-10-06,10.589321030294,55.5619691028142,32.5053823997105
"1004","WAGCOO0004-53615",35.9,49.2,14.9,NA,4,"WAGCOO0004",2012-10-10,2012-10-06,8.94252074972457,53.2682665162884,36.5008048289024
