"","soil.bulk.site_unique","soil.bulk.site_location_name","soil.bulk.site_location_visit_id","soil.bulk.sample_id","soil.bulk.paper_bag_weight","soil.bulk.oven_dried_weight_in_bag","soil.bulk.ring_weight","soil.bulk.gravel_weight","soil.bulk.ring_volume","soil.bulk.gravel_volume","soil.bulk.fine_earth_weight_in_bag","soil.bulk.fine_earth_weight","soil.bulk.fine_earth_volume","soil.bulk.fine_earth_bulk_density","soil.bulk.gravel_bulk_density"
"1758","WAANOK0001-58752","WAANOK0001",58752,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1759","WAAYAL0002-58818","WAAYAL0002",58818,"0-10cm.",12.4,346.8,143.5,1.9,209.35,0,201.4,189,209.35,0.9,0
"1760","WAAYAL0002-58818","WAAYAL0002",58818,"10-20cm.",11.9,344,150.7,0.6,209.35,0,192.7,180.8,209.35,0.86,0
"1761","WAAYAL0002-58818","WAAYAL0002",58818,"20-30cm.",11.8,350.9,143,0.2,209.35,0,207.7,195.9,209.35,0.94,0
"1762","TCATNM0004-58785","TCATNM0004",58785,"0-10cm.",13.9,487.3,144.1,111.5,209.35,38,231.7,217.8,171.35,1.27,2.934210526
"1763","TCATNM0004-58785","TCATNM0004",58785,"10-20cm.",14.4,548.7,142.9,185.3,209.35,59,220.5,206.1,150.35,1.37,3.140677966
"1764","TCATNM0004-58785","TCATNM0004",58785,"20-30cm.",13.9,620.5,151.9,282.1,209.35,91,186.5,172.6,118.35,1.46,3.1
"1765","WAAAVW0007-58772","WAAAVW0007",58772,"0-10cm.",11.6,305.9,144.7,2.2,209.35,0,159,147.4,209.35,0.7,0
"1766","WAAAVW0007-58772","WAAAVW0007",58772,"10-20cm.",12.1,314.2,144.8,3.5,209.35,0,165.9,153.8,209.35,0.73,0
"1767","WAAAVW0007-58772","WAAAVW0007",58772,"20-30cm.",11.9,337.3,144.9,11.3,209.35,6,181.1,169.2,203.35,0.83,1.9
"1768","SAAMDD0008-58832","SAAMDD0008",58832,"0",14.7,283.4,144.9,39.9,209.35,18,243.5,228.8,191.35,1.2,2.216666667
"1769","SAAMDD0008-58832","SAAMDD0008",58832,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1770","SAAMDD0008-58832","SAAMDD0008",58832,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1771","SAAMDD0009-58830","SAAMDD0009",58830,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1772","SAAMDD0009-58830","SAAMDD0009",58830,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1773","SAAMDD0009-58830","SAAMDD0009",58830,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1774","SAAMDD0010-58831","SAAMDD0010",58831,"0",13.6,320.7,150.6,0,209.35,NA,320.7,307.1,209.35,1.47,0
"1775","SAAMDD0010-58831","SAAMDD0010",58831,"1",14,296.9,150.6,0,209.35,NA,296.9,282.9,209.35,1.35,0
"1776","SAAMDD0010-58831","SAAMDD0010",58831,"2",14.1,324.7,148.6,0,209.35,NA,324.7,310.6,209.35,1.48,0
"1777","SAAMDD0011-58828","SAAMDD0011",58828,"0",14.4,314.6,141.1,2.7,209.35,1,311.9,297.5,208.35,1.43,2.7
"1778","SAAMDD0011-58828","SAAMDD0011",58828,"1",13.9,281.4,143,4.7,209.35,2,276.7,262.8,207.35,1.27,2.35
"1779","SAAMDD0011-58828","SAAMDD0011",58828,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1780","NTABRT0006-58864","NTABRT0006",58864,"0",13.9,337.2,144.5,0,209.35,NA,337.2,323.3,209.35,1.54,0
"1781","NTABRT0006-58864","NTABRT0006",58864,"1",13.9,328.2,144,0,209.35,NA,328.2,314.3,209.35,1.5,0
"1782","NTABRT0006-58864","NTABRT0006",58864,"2",14.3,331.9,141,0,209.35,NA,331.9,317.6,209.35,1.52,0
"1783","NTABRT0007-58865","NTABRT0007",58865,"0",14,340.1,144.3,0,209.35,NA,340.1,326.1,209.35,1.56,0
"1784","NTABRT0007-58865","NTABRT0007",58865,"1",14.6,337.1,142.8,0,209.35,NA,337.1,322.5,209.35,1.54,0
"1785","NTABRT0007-58865","NTABRT0007",58865,"2",13.8,333.5,141.2,0,209.35,NA,333.5,319.7,209.35,1.53,0
"1786","SAACHC0004-59054","SAACHC0004",59054,"0",11.6,422.7,143.3,0.9,209.35,0.5,278.5,266.9,208.85,1.28,1.8
"1787","SAACHC0004-59054","SAACHC0004",59054,"1",11.5,455,144.5,0.6,209.35,0.3,309.9,298.4,209.05,1.43,2
"1788","SAACHC0004-59054","SAACHC0004",59054,"2",11.7,459.2,143.8,0.9,209.35,0.5,314.5,302.8,208.85,1.45,1.8
"1789","SAACHC0005-59055","SAACHC0005",59055,"0",12.2,479,151.6,0,209.35,0,327.4,315.2,209.35,1.51,0
"1790","SAACHC0005-59055","SAACHC0005",59055,"1",12.4,475.5,150.6,0,209.35,0,324.9,312.5,209.35,1.49,0
"1791","SAACHC0005-59055","SAACHC0005",59055,"2",11.7,474.3,144,0,209.35,0,330.3,318.6,209.35,1.52,0
"1792","SAACHC0006-59039","SAACHC0006",59039,"0",11.6,465.5,143.8,0,209.35,0,321.7,310.1,209.35,1.48,0
"1793","SAACHC0006-59039","SAACHC0006",59039,"1",11.5,484.5,143.3,0,209.35,0,341.2,329.7,209.35,1.57,0
"1794","SAACHC0006-59039","SAACHC0006",59039,"2",12,509.7,144.3,0,209.35,0,365.4,353.4,209.35,1.69,0
"1795","SAACHC0009-59012","SAACHC0009",59012,"0",14.6,491.6,151,0,209.35,0,340.6,326,209.35,1.56,0
"1796","SAACHC0009-59012","SAACHC0009",59012,"1",13.8,497.2,141.2,0,209.35,0,356,342.2,209.35,1.63,0
"1797","SAACHC0009-59012","SAACHC0009",59012,"2",14.4,477.4,143.3,0,209.35,0,334.1,319.7,209.35,1.53,0
"1798","SAACHC0011-59018","SAACHC0011",59018,"0",13.9,462.2,143.5,0,209.35,0,318.7,304.8,209.35,1.46,0
"1799","SAACHC0011-59018","SAACHC0011",59018,"1",14.5,496.4,144,0,209.35,0,352.4,337.9,209.35,1.61,0
"1800","SAACHC0011-59018","SAACHC0011",59018,"2",14.1,484.4,144,0,209.35,0,340.4,326.3,209.35,1.56,0
"1801","VCAAUA0008-58544","VCAAUA0008",58544,"10-20cm.",11.5,287.4,141.3,1.8,209.35,2,276,262.7,207.35,1.27,0.9
"1802","SAACHC0014-59019","SAACHC0014",59019,"0",13.7,462.9,150.8,0,209.35,0,312.1,298.4,209.35,1.43,0
"1803","SAACHC0014-59019","SAACHC0014",59019,"1",13.9,487.8,144.7,0,209.35,0,343.1,329.2,209.35,1.57,0
"1804","SAACHC0014-59019","SAACHC0014",59019,"2",13.9,490.5,143.8,0,209.35,0,346.7,332.8,209.35,1.59,0
"1805","SAAFLB0003-58704","SAAFLB0003",58704,"0-0.10",NA,NA,NA,7.7,NA,1,NA,240.3,208.35,1.15,7.7
"1806","QDABBS0006-58727","QDABBS0006",58727,"0.10-0.20",NA,NA,NA,NA,NA,NA,NA,324.7,209.35,1.55,NA
"1807","WAANOK0002-58754","WAANOK0002",58754,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1808","WAANOK0002-58754","WAANOK0002",58754,"1",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1809","WAANOK0002-58754","WAANOK0002",58754,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1810","WAANOK0003-58773","WAANOK0003",58773,"0",12.5,326.9,141,0,209.35,0,185.9,173.4,209.35,0.83,0
"1811","WAANOK0003-58773","WAANOK0003",58773,"1",11.5,321.5,143.6,0,209.35,0,177.9,166.4,209.35,0.79,0
"1812","WAANOK0003-58773","WAANOK0003",58773,"2",11.5,309.9,151.6,0,209.35,0,158.3,146.8,209.35,0.7,0
"1813","TCATNM0006-58800","TCATNM0006",58800,"0-10cm.",14.3,430.9,143.8,0,209.35,NA,287.1,272.8,209.35,1.3,0
"1814","TCATNM0006-58800","TCATNM0006",58800,"10-20cm.",14.3,473.8,144.1,0,209.35,NA,329.7,315.4,209.35,1.51,0
"1815","TCATNM0006-58800","TCATNM0006",58800,"20-30cm.",14.2,461.9,144.5,0,209.35,NA,317.4,303.2,209.35,1.45,0
"1816","NTADMR0001-58868","NTADMR0001",58868,"0",13.9,300.5,143.1,4.4,209.35,2.5,296.1,282.2,206.85,1.36,1.76
"1817","NTADMR0001-58868","NTADMR0001",58868,"1",14,303.4,144.1,8.6,209.35,4,294.8,280.8,205.35,1.37,2.15
"1818","NTADMR0001-58868","NTADMR0001",58868,"2",13.9,315.1,144.9,7.2,209.35,3,307.9,294,206.35,1.42,2.4
"1819","NTADMR0002-58869","NTADMR0002",58869,"0",14.2,346,144.1,59.1,209.35,22.5,286.9,272.7,186.85,1.46,2.626666667
"1820","NTADMR0002-58869","NTADMR0002",58869,"1",14.1,345.2,151,102.1,209.35,40,243.1,229,169.35,1.35,2.5525
"1821","NTADMR0002-58869","NTADMR0002",58869,"2",14,340.1,144.2,90.8,209.35,37,249.3,235.3,172.35,1.37,2.454054054
"1822","NTATAN0002-58870","NTATAN0002",58870,"0",14,359.2,151.6,0,209.35,NA,359.2,345.2,209.35,1.65,0
"1823","NTATAN0002-58870","NTATAN0002",58870,"1",14,352.5,143.2,0,209.35,NA,352.5,338.5,209.35,1.62,0
"1824","NTATAN0002-58870","NTATAN0002",58870,"2",14.4,357.8,144.5,0,209.35,NA,357.8,343.4,209.35,1.64,0
"1825","NTATAN0003-58871","NTATAN0003",58871,"0",13.9,350.2,141.4,0,209.35,NA,350.2,336.3,209.35,1.61,0
"1826","NTATAN0003-58871","NTATAN0003",58871,"1",13.8,348.2,151.9,0,209.35,NA,348.2,334.4,209.35,1.6,0
"1827","NTATAN0003-58871","NTATAN0003",58871,"2",14.3,352.2,151.5,0,209.35,NA,352.2,337.9,209.35,1.61,0
"1828","NTAPCK0003-58923","NTAPCK0003",58923,"2",12,503.7,148.6,52.8,209.35,22,302.3,290.3,187.35,1.55,2.4
"1829","SAAEYB0002-58852","SAAEYB0002",58852,"0",11.5,323.5,144.7,14.3,209.35,8,164.5,153,201.35,0.76,1.7875
"1830","VCAAUA0012-58613","VCAAUA0012",58613,"0-10cm.",11.6,263.8,144.9,NA,209.35,NA,118.9,107.3,209.35,0.51,0
"1831","VCAAUA0012-58613","VCAAUA0012",58613,"10-20cm.",11.8,274.4,141.1,NA,209.35,NA,133.3,121.5,209.35,0.58,0
"1832","VCAAUA0012-58613","VCAAUA0012",58613,"20-30cm.",11.6,290.5,151.3,0.5,209.35,NA,138.7,127.1,209.35,0.61,0
"1833","SATFLB0005-58656","SATFLB0005",58656,"0-10cm.",6.6,246.5,141.5,NA,209.35,NA,105,98.4,209.35,0.47,0
"1834","SATFLB0005-58656","SATFLB0005",58656,"10-20cm.",6.5,276,144.1,NA,209.35,NA,131.9,125.4,209.35,0.6,0
"1835","SATFLB0005-58656","SATFLB0005",58656,"20-30cm.",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1836","SAAFLB0003-58704","SAAFLB0003",58704,"0.10-0.20",NA,NA,NA,17.6,NA,8,NA,283.4,201.35,1.41,2.2
"1837","QDABBS0006-58727","QDABBS0006",58727,"0.20-0.30",NA,NA,NA,NA,NA,NA,NA,345.9,209.35,1.65,NA
"1838","WAANOK0004-58756","WAANOK0004",58756,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1839","WAANOK0004-58756","WAANOK0004",58756,"1",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1840","WAANOK0004-58756","WAANOK0004",58756,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1841","TCATNM0003-58775","TCATNM0003",58775,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1842","TCATNM0003-58775","TCATNM0003",58775,"1",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1843","TCATNM0003-58775","TCATNM0003",58775,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1844","SAAKAN0006-58900","SAAKAN0006",58900,"0",11.4,410.4,144.9,5.8,209.35,2.5,259.7,248.3,206.85,1.2,2.32
"1845","TCABEL0001-58801","TCABEL0001",58801,"0-10cm.",14.1,233.8,144.9,0,209.35,0,88.9,74.8,209.35,0.36,0
"1846","TCABEL0001-58801","TCABEL0001",58801,"10-20cm.",14.5,240.5,151.6,0,209.35,0,88.9,74.4,209.35,0.36,0
"1847","NTABRT0008-58866","NTABRT0008",58866,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1848","NTABRT0008-58866","NTABRT0008",58866,"1",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1849","NTABRT0008-58866","NTABRT0008",58866,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1850","NTATAN0001-58874","NTATAN0001",58874,"0",13.9,365,144.8,0,209.35,NA,365,351.1,209.35,1.68,0
"1851","NTATAN0001-58874","NTATAN0001",58874,"1",13.5,355.3,144.7,0,209.35,NA,355.3,341.8,209.35,1.63,0
"1852","NTATAN0001-58874","NTATAN0001",58874,"2",13.8,355,143.9,0,209.35,NA,355,341.2,209.35,1.63,0
"1853","NTATAN0004-58875","NTATAN0004",58875,"0",14,355.6,144.7,0,209.35,NA,355.6,341.6,209.35,1.63,0
"1854","NTATAN0004-58875","NTATAN0004",58875,"1",13.8,346.4,148.5,0,209.35,NA,346.4,332.6,209.35,1.59,0
"1855","NTATAN0004-58875","NTATAN0004",58875,"2",14.2,343.5,141.2,0,209.35,NA,343.5,329.3,209.35,1.57,0
"1856","QDAEIU0003-59149","QDAEIU0003",59149,"0",10,420.3,140.7,36.1,209.35,15,243.5,233.5,194.35,1.2,2.406666667
"1857","QDAGUP0029-59025","QDAGUP0029",59025,"0",12.7,498.2,151.6,1.2,209.35,0.5,345.4,332.7,208.85,1.59,2.4
"1858","QDAGUP0029-59025","QDAGUP0029",59025,"1",11.9,511.4,141.3,1.6,209.35,0.6,368.5,356.6,208.75,1.71,2.666666667
"1859","QDAGUP0029-59025","QDAGUP0029",59025,"2",12.2,514.3,141.2,1.8,209.35,0.6,371.3,359.1,208.75,1.72,3
"1860","WAAGVD0007-59050","WAAGVD0007",59050,"0",12.5,493.6,144.1,0,209.35,0,349.5,337,209.35,1.61,0
"1861","WAAGVD0007-59050","WAAGVD0007",59050,"1",11.4,442.8,150.7,0,209.35,0,292.1,280.7,209.35,1.34,0
"1862","WAAGVD0008-59044","WAAGVD0008",59044,"0",11.5,479.3,144.2,0,209.35,0,335.1,323.6,209.35,1.55,0
"1863","WAAGVD0008-59044","WAAGVD0008",59044,"1",12.1,482.5,144.7,0,209.35,0,337.8,325.7,209.35,1.56,0
"1864","WAAGVD0008-59044","WAAGVD0008",59044,"2",11.6,481.8,151.2,0,209.35,0,330.6,319,209.35,1.52,0
"1865","WAAGVD0009-59051","WAAGVD0009",59051,"0",10,499.8,151.8,0,209.35,0,348,338,209.35,1.61,0
"1866","WAAGVD0009-59051","WAAGVD0009",59051,"1",11.5,498.2,141.3,0,209.35,0,356.9,345.4,209.35,1.65,0
"1867","QDACYP0020-58615","QDACYP0020",58615,"0",11.7,264.1,150.8,NA,209.35,NA,113.3,101.6,209.35,0.49,0
"1868","QDACYP0020-58615","QDACYP0020",58615,"1",11.3,280,150.7,NA,209.35,NA,129.3,118,209.35,0.56,0
"1869","QDACYP0020-58615","QDACYP0020",58615,"2",12,299.3,150.6,NA,209.35,NA,148.7,136.7,209.35,0.65,0
"1870","SATFLB0006-58655","SATFLB0006",58655,"0",6.5,252.7,144.4,5.4,209.35,2,102.9,96.4,207.35,0.46,2.7
"1871","SATFLB0006-58655","SATFLB0006",58655,"1",7,314.2,143.9,8.7,209.35,8,161.6,154.6,201.35,0.77,1.0875
"1872","SATFLB0006-58655","SATFLB0006",58655,"2",6.6,324.6,143,4.7,209.35,6,176.9,170.3,203.35,0.84,0.783333333
"1873","SAAEYB0015-58915","SAAEYB0015",58915,"0",11.8,NA,151,NA,209.35,NA,-151,-162.8,209.35,-0.78,0
"1874","SAAEYB0015-58915","SAAEYB0015",58915,"1",11.4,NA,144.1,NA,209.35,NA,-144.1,-155.5,209.35,-0.74,0
"1875","SAAEYB0015-58915","SAAEYB0015",58915,"2",11.9,NA,144.1,NA,209.35,NA,-144.1,-156,209.35,-0.75,0
"1876","QDABBS0007-58711","QDABBS0007",58711,"0.00-0.10",NA,NA,NA,NA,NA,NA,NA,300.6,209.35,1.44,NA
"1877","WAANOK0005-58746","WAANOK0005",58746,"0",11.9,292.7,144.4,0.4,209.35,0,147.9,136,209.35,0.65,0
"1878","WAANOK0005-58746","WAANOK0005",58746,"1",11.6,303.5,151,0.7,209.35,0,151.8,140.2,209.35,0.67,0
"1879","WAANOK0005-58746","WAANOK0005",58746,"2",11.5,306.7,144.8,0.7,209.35,0,161.2,149.7,209.35,0.72,0
"1880","WAACAR0001-58777","WAACAR0001",58777,"0-10cm.",11.7,322.2,141.4,0,209.35,0,180.8,169.1,209.35,0.81,0
"1881","WAACAR0001-58777","WAACAR0001",58777,"10-20cm.",12.4,291.7,150.6,0,209.35,0,141.1,128.7,209.35,0.61,0
"1882","WAACAR0001-58777","WAACAR0001",58777,"20-30cm.",11.5,296.6,141,0,209.35,0,155.6,144.1,209.35,0.69,0
"1883","WAACAR0002-58776","WAACAR0002",58776,"0-10cm.",11.5,325.5,151.3,0.4,209.35,0,173.8,162.3,209.35,0.78,0
"1884","WAACAR0002-58776","WAACAR0002",58776,"10-20cm.",11.5,315.4,149.8,0,209.35,0,165.6,154.1,209.35,0.74,0
"1885","WAACAR0002-58776","WAACAR0002",58776,"20-30cm.",11.3,304.1,141.3,0,209.35,0,162.8,151.5,209.35,0.72,0
"1886","TCABEL0002-58799","TCABEL0002",58799,"0-10cm.",13.9,251.2,141,0,209.35,0,110.2,96.3,209.35,0.46,0
"1887","TCABEL0002-58799","TCABEL0002",58799,"10-20cm.",14.2,260.4,144.5,9,209.35,4,106.9,92.7,205.35,0.45,2.25
"1888","WAAGVD0009-59051","WAAGVD0009",59051,"2",12.1,490.4,151.7,0,209.35,0,338.7,326.6,209.35,1.56,0
"1889","WAAGVD0010-59066","WAAGVD0010",59066,"0",12.1,482.2,151.7,0,209.35,0,330.5,318.4,209.35,1.52,0
"1890","SAAEYB0006-58850","SAAEYB0006",58850,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1891","SAAEYB0006-58850","SAAEYB0006",58850,"1",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1892","SAAEYB0006-58850","SAAEYB0006",58850,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1893","SAAEYB0007-58848","SAAEYB0007",58848,"0",11.4,306.4,148.6,4.4,209.35,2.5,153.4,142,206.85,0.69,1.76
"1894","SAAEYB0007-58848","SAAEYB0007",58848,"1",12,298,144.9,5.7,209.35,2.5,147.4,135.4,206.85,0.65,2.28
"1895","SAAEYB0007-58848","SAAEYB0007",58848,"2",11.5,304.1,144.5,5.9,209.35,3,153.7,142.2,206.35,0.69,1.966666667
"1896","WAAGVD0010-59066","WAAGVD0010",59066,"1",12.3,476.1,144.9,0,209.35,0,331.2,318.9,209.35,1.52,0
"1897","WAAGVD0010-59066","WAAGVD0010",59066,"2",10,466.2,141.1,0,209.35,0,325.1,315.1,209.35,1.51,0
"1898","WAAGVD0011-59062","WAAGVD0011",59062,"0",11.7,468.9,141.1,0,209.35,0,327.8,316.1,209.35,1.51,0
"1899","SAAEYB0009-58841","SAAEYB0009",58841,"0",11.5,342.8,150.6,5.8,209.35,2.5,186.4,174.9,206.85,0.85,2.32
"1900","SAAEYB0009-58841","SAAEYB0009",58841,"1",12.7,319.7,141,9.2,209.35,4,169.5,156.8,205.35,0.76,2.3
"1901","SAAEYB0009-58841","SAAEYB0009",58841,"2",11.9,307.4,141.2,2.4,209.35,1.5,163.8,151.9,207.85,0.73,1.6
"1902","SAAEYB0010-58842","SAAEYB0010",58842,"0",11.5,297.9,144.1,6.5,209.35,4,147.3,135.8,205.35,0.66,1.625
"1903","SAAEYB0010-58842","SAAEYB0010",58842,"1",11.4,352.8,141,33.3,209.35,20,178.5,167.1,189.35,0.88,1.665
"1904","SAAEYB0010-58842","SAAEYB0010",58842,"2",11.6,403.3,142.8,2.4,209.35,1.5,258.1,246.5,207.85,1.19,1.6
"1905","SAAEYB0011-58847","SAAEYB0011",58847,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1906","SAAEYB0011-58847","SAAEYB0011",58847,"1",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1907","SAAEYB0011-58847","SAAEYB0011",58847,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1908","SAAEYB0012-58840","SAAEYB0012",58840,"0",11.5,280.7,141.1,5.3,209.35,1,134.3,122.8,208.35,0.59,5.3
"1909","SAAEYB0012-58840","SAAEYB0012",58840,"1",11.5,316,141.2,6.5,209.35,2,168.3,156.8,207.35,0.76,3.25
"1910","SAAEYB0012-58840","SAAEYB0012",58840,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1911","WAAGVD0011-59062","WAAGVD0011",59062,"1",12.1,497.2,159.2,0,209.35,0,338,325.9,209.35,1.56,0
"1912","WAAGVD0011-59062","WAAGVD0011",59062,"2",10,474.2,143.3,0,209.35,0,330.9,320.9,209.35,1.53,0
"1913","WAAGVD0014-59068","WAAGVD0014",59068,"0",12.3,515.8,144.3,0,209.35,0,371.5,359.2,209.35,1.72,0
"1914","WAAGVD0014-59068","WAAGVD0014",59068,"1",12.4,524.2,159.2,0,209.35,0,365,352.6,209.35,1.68,0
"1915","WAAGVD0014-59068","WAAGVD0014",59068,"2",12.2,502.6,141,0,209.35,0,361.6,349.4,209.35,1.67,0
"1916","WAAGVD0015-59065","WAAGVD0015",59065,"0",9.5,498.9,141.2,0,209.35,0,357.7,348.2,209.35,1.66,0
"1917","WAAGVD0015-59065","WAAGVD0015",59065,"1",10,504.1,150.8,0,209.35,0,353.3,343.3,209.35,1.64,0
"1918","WAAGVD0015-59065","WAAGVD0015",59065,"2",12.1,508.7,159.3,0,209.35,0,349.4,337.3,209.35,1.61,0
"1919","WAAGVD0016-59069","WAAGVD0016",59069,"0",10.1,477.5,151.2,2.1,209.35,1,324.2,314.1,208.35,1.51,2.1
"1920","SAAKAN0007-58632","SAAKAN0007",58632,"0",6.5,287.7,151.1,NA,209.35,NA,136.6,130.1,209.35,0.62,0
"1921","SAAKAN0007-58632","SAAKAN0007",58632,"1",6.5,294.8,144,NA,209.35,NA,150.8,144.3,209.35,0.69,0
"1922","SAAKAN0007-58632","SAAKAN0007",58632,"2",6.6,290.2,141,NA,209.35,NA,149.2,142.6,209.35,0.68,0
"1923","SAAKAN0009-58634","SAAKAN0009",58634,"0-10cm.",12.4,254.2,144.4,NA,209.35,NA,109.8,97.4,209.35,0.47,0
"1924","SATFLB0007-58657","SATFLB0007",58657,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1925","SATFLB0007-58657","SATFLB0007",58657,"1",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1926","SATFLB0007-58657","SATFLB0007",58657,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1927","SATFLB0023-58712","SATFLB0023",58712,"0",NA,NA,0,209.35,NA,NA,NA,NA,NA,NA,NA
"1928","SATFLB0023-58712","SATFLB0023",58712,"1",NA,NA,0,209.35,NA,NA,NA,NA,NA,NA,NA
"1929","SATFLB0023-58712","SATFLB0023",58712,"2",NA,NA,0,209.35,NA,NA,NA,NA,NA,NA,NA
"1930","QDABBS0007-58711","QDABBS0007",58711,"0.10-0.20",NA,NA,NA,NA,NA,NA,NA,312.7,209.35,1.49,NA
"1931","WAANOK0007-58762","WAANOK0007",58762,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1932","WAANOK0007-58762","WAANOK0007",58762,"1",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1933","WAANOK0007-58762","WAANOK0007",58762,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1934","SASMDD0008-58757","SASMDD0008",58757,"0",6.5,441,149.1,NA,209.35,NA,291.9,285.4,209.35,1.36,0
"1935","SASMDD0008-58757","SASMDD0008",58757,"1",6.5,472.4,141.7,NA,209.35,NA,330.7,324.2,209.35,1.55,0
"1936","SASMDD0008-58757","SASMDD0008",58757,"2",6.6,478.8,144.1,NA,209.35,NA,334.7,328.1,209.35,1.57,0
"1937","TCABEL0003-58803","TCABEL0003",58803,"0-10cm.",13.9,182.9,143.1,0,209.35,0,39.8,25.9,209.35,0.12,0
"1938","TCATCH0001-58823","TCATCH0001",58823,"0",14,278.3,141.3,9.4,209.35,4,127.6,113.6,205.35,0.55,2.35
"1939","TCATCH0001-58823","TCATCH0001",58823,"1",13.5,259.3,143.9,1.5,209.35,1,113.9,100.4,208.35,0.48,1.5
"1940","TCATCH0001-58823","TCATCH0001",58823,"2",13.7,358.2,143.2,82.8,209.35,47,132.2,118.5,162.35,0.73,1.761702128
"1941","TCATCH0003-58825","TCATCH0003",58825,"0",14.5,281.3,141.4,0,209.35,0,139.9,125.4,209.35,0.6,0
"1942","TCATCH0003-58825","TCATCH0003",58825,"1",14,308.2,144.5,0,209.35,0,163.7,149.7,209.35,0.72,0
"1943","TCATCH0003-58825","TCATCH0003",58825,"2",14.2,407.4,144.7,9.3,209.35,5,253.4,239.2,204.35,1.17,1.86
"1944","TCATCH0005-58824","TCATCH0005",58824,"0",13.8,231,144.6,0,209.35,0,86.4,72.6,209.35,0.35,0
"1945","TCATCH0005-58824","TCATCH0005",58824,"1",13.9,282.3,159.8,0,209.35,0,122.5,108.6,209.35,0.52,0
"1946","TCATCH0008-58821","TCATCH0008",58821,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1947","TCATCH0008-58821","TCATCH0008",58821,"1",14.1,239.9,143.8,0,209.35,0,96.1,82,209.35,0.39,0
"1948","TCATCH0008-58821","TCATCH0008",58821,"2",14.2,261.1,144.2,0,209.35,0,116.9,102.7,209.35,0.49,0
"1949","TCATCH0010-58826","TCATCH0010",58826,"0",13.7,203,151.3,0,209.35,0,51.7,38,209.35,0.18,0
"1950","TCATCH0010-58826","TCATCH0010",58826,"1",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1951","TCATCH0010-58826","TCATCH0010",58826,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1952","TCATCH0011-58827","TCATCH0011",58827,"0",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1953","TCATCH0011-58827","TCATCH0011",58827,"1",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1954","TCATCH0011-58827","TCATCH0011",58827,"2",NA,NA,NA,NA,209.35,NA,0,0,209.35,0,0
"1955","TCATCH0012-58822","TCATCH0012",58822,"0",13.6,274.9,144.7,0,209.35,0,130.2,116.6,209.35,0.56,0
"1956","TCATCH0012-58822","TCATCH0012",58822,"1",14.2,333.8,143,0,209.35,0,190.8,176.6,209.35,0.84,0
"1957","TCATCH0012-58822","TCATCH0012",58822,"2",14,348,151.6,0,209.35,0,196.4,182.4,209.35,0.87,0
"1958","TCATCH0005-58824","TCATCH0005",58824,"2",NA,NA,NA,NA,209.35,NA,0,0,NA,0,0
"1959","SAAKAN0006-58900","SAAKAN0006",58900,"0",11.4,410.4,144.9,5.8,209.35,2.5,259.7,248.3,206.85,1.2,2.32
